pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_facility
K2-289,K2-289 b,Transit,1,13.156969,0.107,,88.48,,0.812,,16h26m34.33s,246.643036,-15d47m32.6s,-15.792386,270.7,5529,0.95,1.02,1/31/19,Kepler
K2-29,K2-29 b,Transit,1,3.2588321,0.04217,0.066,86.656,0.73,1.19,0.53,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,179.39,5358,0.94,0.86,3/24/16,K2
K2-290,K2-290 b,Transit,2,9.21165,0.0923,0,88.14,0.0343,0.273,4.1,15h39m25.87s,234.857773,-20d11m55.7s,-20.198818,274.99,6302,1.19,1.51,1/24/19,Kepler
K2-290,K2-290 c,Transit,2,48.36685,0.305,0,89.37,0.774,1.006,1.01,15h39m25.87s,234.857773,-20d11m55.7s,-20.198818,274.99,6302,1.19,1.51,1/24/19,Kepler
K2-291,K2-291 b,Transit,1,2.225177,0.03261,0,85.26,0.02042,0.142,8.84,05h05m46.99s,76.445793,+21d32m55.1s,21.54863,90.29,5520,0.93,0.9,1/24/19,Kepler
K2-293,K2-293 b,Transit,1,13.1225,,,88.8,,0.219,,23h26m25.52s,351.606354,-06d01m40.4s,-6.027876,396.64,5532,0.96,0.95,4/4/19,Kepler
K2-294,K2-294 b,Transit,1,2.50387,,,85.5,,0.148,,23h28m12.40s,352.051666,-07d36m13.3s,-7.60369,377.04,5612,0.99,1.2,4/4/19,Kepler
K2-295,K2-295 b,Transit,1,4.024867,0.0451,0,89.3,0.335,0.897,0.612,01h18m26.38s,19.6099,+06d49m00.7s,6.816871,225.7,4444,0.74,0.7,5/23/19,K2
K2-3,K2-3 b,Transit,3,10.05449,0.0769,,88.8,,0.194,,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,3896,0.6,0.56,7/7/16,K2
K2-3,K2-3 c,Transit,3,24.64354,0.1399,,89.12,,0.165,,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,3896,0.6,0.56,7/7/16,K2
K2-3,K2-3 d,Transit,3,44.55983,0.2076,,89.38,,0.135,,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,3896,0.6,0.56,7/7/16,K2
K2-30,K2-30 b,Transit,1,4.098503,0.04839,0,86.92,0.579,1.039,0.64,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,336.26,5425,0.9,0.84,4/14/16,K2
K2-31,K2-31 b,Transit,1,1.25785,0.022,0,79.9,1.774,1.06,,16h21m45.78s,245.44075,-23d32m52.3s,-23.547865,110.87,5280,0.91,0.78,12/1/16,K2
K2-32,K2-32 b,Transit,4,8.991828,0.08035,,,,0.443,,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,,0.86,0.84,6/13/19,K2
K2-32,K2-32 c,Transit,4,20.66186,0.1399,,,,0.244,,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,,0.86,0.84,6/13/19,K2
K2-32,K2-32 d,Transit,4,31.7142,0.1862,,,,0.292,,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,,0.86,0.84,6/13/19,K2
K2-32,K2-32 e,Transit,4,4.34882,0.04951,,,,0.09,,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,,0.86,0.84,6/13/19,K2
K2-33,K2-33 b,Transit,1,5.424865,,0,89.1,3.7,0.45,,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,139.8,3540,0.56,1.05,6/23/16,K2
K2-34,K2-34 b,Transit,1,2.995633,0.0426,,,,1.245,,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,352.34,6071,1.15,1.44,10/26/18,K2
K2-35,K2-35 b,Transit,2,5.608352,0.055,0.12,88.58,,0.172,,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,4402.71,0.7,0.62,10/26/17,K2
K2-35,K2-35 c,Transit,2,2.399964,0.031,0.13,88.98,,0.118,,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,4402.71,0.7,0.62,10/26/17,K2
K2-36,K2-36 b,Transit,2,1.42266,0.023,,87.75,,0.118,,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,4924,0.8,0.74,7/7/16,K2
K2-36,K2-36 c,Transit,2,5.34059,0.0555,,88.33,,0.25,,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,4924,0.8,0.74,7/7/16,K2
K2-37,K2-37 b,Transit,3,4.44117,0.0511,,87.28,,0.144,,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,5413,0.9,0.85,7/7/16,K2
K2-37,K2-37 c,Transit,3,6.42904,0.0654,,87.37,,0.245,,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,5413,0.9,0.85,7/7/16,K2
K2-37,K2-37 d,Transit,3,14.09189,0.1103,,88.34,,0.244,,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,5413,0.9,0.85,7/7/16,K2
K2-38,K2-38 b,Transit,2,4.01593,,,87.28,0.06,0.17,,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,5757,2.24,1.38,4/26/18,K2
K2-38,K2-38 c,Transit,2,10.56103,0.0964,,88.61,0.03115,0.216,3.6,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,5757,2.24,1.38,7/7/16,K2
K2-39,K2-39 b,Transit,1,4.60543,,0,80.39,0.09,0.56,,22h33m28.41s,338.368378,-09d01m22.0s,-9.022769,310.14,4881,0.66,2.97,4/26/18,K2
K2-4,K2-4 b,Transit,1,10.003417,0.078,0.08,89.54,,0.187,,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,4014.73,0.64,0.57,10/26/17,K2
K2-42,K2-42 b,Transit,1,6.68796,0.0617,,,,0.192,,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,4613,0.7,0.64,7/18/16,K2
K2-43,K2-43 b,Transit,1,3.471341,0.038,0.07,88.9,,0.424,,11h16m28.11s,169.117142,-03d58m31.6s,-3.97544,183.48,3889.72,0.6,0.59,10/26/17,K2
K2-44,K2-44 b,Transit,1,5.65688,0.0651,,,,0.243,,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,5912,1.15,1.58,7/18/16,K2
K2-45,K2-45 b,Transit,1,1.7292684,0.0224,,,,0.599,,11h18m31.89s,169.632874,-01d46m26.9s,-1.77413,502.34,4103,0.5,0.45,7/18/16,K2
K2-46,K2-46 b,Transit,1,19.1541,0.13821,,,,0.183,,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,454.93,6256,0.96,1.29,7/18/16,K2
K2-47,K2-47 b,Transit,1,31.6372,0.1779,,,,0.169,,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5054,0.75,0.76,7/18/16,K2
K2-48,K2-48 b,Transit,1,20.5065,0.1344,,,,0.2,,11h44m29.65s,176.12355,+03d16m20.7s,3.272425,316.61,4899,0.77,0.73,7/18/16,K2
K2-49,K2-49 b,Transit,1,2.77065,0.0309,,,,0.172,,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,4175,0.51,0.45,7/18/16,K2
K2-5,K2-5 b,Transit,2,5.73594,0.0532,,87.35,,0.17,,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,3930,0.61,0.57,7/7/16,K2
K2-5,K2-5 c,Transit,2,10.93241,0.0818,,86.95,,0.202,,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,3930,0.61,0.57,7/7/16,K2
K2-50,K2-50 b,Transit,2,8.7529,0.0705,,,,0.142,,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,,0.61,,7/18/16,K2
K2-52,K2-52 b,Transit,1,3.535055,0.054,,86.46,,1.606,,16h26m26.74s,246.61142,-24d58m11.8s,-24.969948,1041.7,7147,1.69,2.19,1/31/19,K2
K2-53,K2-53 b,Transit,1,12.20772,0.098,,89.32,,0.232,,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,139.1,5263,0.85,0.81,1/31/19,K2
K2-54,K2-54 b,Transit,1,9.7843,0.0671,,,,0.103,,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,3798,0.42,0.38,7/18/16,K2
K2-55,K2-55 b,Transit,1,2.849258,0.03486,,,,0.341,,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,160.26,4456,0.7,0.63,7/18/16,K2
K2-57,K2-57 b,Transit,1,9.0063,0.0746,,,,0.187,,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,266.23,4434,0.68,0.62,7/18/16,K2
K2-58,K2-58 b,Transit,3,7.05254,0.0692,,,,0.239,,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,5413,0.89,0.86,7/18/16,K2
K2-58,K2-58 c,Transit,3,2.53726,0.035,,,,0.145,,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,5413,0.89,0.86,7/18/16,K2
K2-58,K2-58 d,Transit,3,22.8827,0.1517,,,,0.153,,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,5413,0.89,0.86,7/18/16,K2
K2-59,K2-59 b,Transit,2,20.6921,0.1354,,,,0.215,,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,5055,0.77,0.73,7/18/16,K2
K2-59,K2-59 c,Transit,2,11.2954,0.0905,,,,0.205,,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,5055,0.77,0.73,7/18/16,K2
K2-6,K2-6 b,Transit,1,30.94191,0.1898,,,,0.223,,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,5850,0.97,0.96,7/16/15,K2
K2-60,K2-60 b,Transit,1,3.00265,0.045,0,88.49,0.426,0.683,1.7,22h34m25.48s,338.606171,-13d43m54.1s,-13.731702,498.7,5500,0.97,1.12,2/2/17,K2
K2-61,K2-61 b,Transit,1,2.57302,0.0392,,,,0.221,,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,410.35,6293,1.21,1.36,7/18/16,K2
K2-62,K2-62 b,Transit,2,6.67202,0.0636,,,,0.191,,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,4880,0.77,0.73,7/18/16,K2
K2-62,K2-62 c,Transit,2,16.1966,0.1148,,,,0.191,,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,4880,0.77,0.73,7/18/16,K2
K2-63,K2-63 b,Transit,2,20.257,0.1627,,,,0.287,,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,6771,1.4,1.63,7/18/16,K2
K2-63,K2-63 c,Transit,2,25.4556,0.189,,,,0.348,,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,6771,1.4,1.63,3/28/19,K2
K2-64,K2-64 b,Transit,1,6.53044,0.0619,,,,0.185,,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,5312,0.74,0.73,7/18/16,K2
K2-65,K2-65 b,Transit,1,12.6475,0.1014,,,,0.141,,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,78.06,5213,0.87,0.84,7/18/16,K2
K2-66,K2-66 b,Transit,1,5.06963,0.05983,0,86.6,0.06702,0.222,7.8,22h06m06.41s,331.526703,-10d42m41.6s,-10.711549,520.43,5887,1.11,1.67,7/25/19,K2
K2-68,K2-68 b,Transit,1,8.05428,0.0708,,,,0.141,,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,169.47,4746,0.73,0.68,7/18/16,K2
K2-69,K2-69 b,Transit,1,7.06599,0.0591,,,,0.207,,22h23m02.29s,335.759552,-10d29m18.9s,-10.48858,181.63,4127,0.55,0.49,7/18/16,K2
K2-7,K2-7 b,Transit,1,28.67992,0.1814,,,,0.238,,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,5772,0.97,0.96,7/16/15,K2
K2-70,K2-70 b,Transit,1,13.97896,0.1112,,,,0.258,,22h33m54.19s,338.4758,-10d05m05.8s,-10.084946,234.47,5622,0.94,0.93,7/18/16,K2
K2-71,K2-71 b,Transit,1,6.98541,0.0559,,,,0.192,,22h46m53.86s,341.724426,-09d52m53.8s,-9.881619,153.86,4006,0.48,0.43,7/18/16,K2
K2-72,K2-72 b,Transit,4,5.577212,0.04,0.11,89.15,,0.096,,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,3360.47,0.27,0.33,10/26/17,K2
K2-72,K2-72 c,Transit,4,15.189034,0.078,0.11,89.54,,0.103,,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,3360.47,0.27,0.33,10/26/17,K2
K2-72,K2-72 d,Transit,4,7.760178,0.05,0.11,89.26,,0.09,,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,3360.47,0.27,0.33,10/26/17,K2
K2-72,K2-72 e,Transit,4,24.158868,0.106,0.11,89.68,,0.115,,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,3360.47,0.27,0.33,10/26/17,K2
K2-73,K2-73 b,Transit,1,7.49543,0.07619,,,,0.219,,22h20m06.12s,335.025482,-09d03m21.9s,-9.056093,271.27,5922,1.05,1.06,7/18/16,K2
K2-74,K2-74 b,Transit,1,19.5666,0.1402,,,,0.206,,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,6060,0.96,0.98,7/18/16,K2
K2-75,K2-75 b,Transit,2,7.8142,0.081,,,,0.238,,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,5995,1.16,1.56,7/18/16,K2
K2-75,K2-75 c,Transit,2,18.311,0.1429,,,,0.247,,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,5995,1.16,1.56,7/18/16,K2
K2-77,K2-77 b,Transit,1,8.199796,,0.14,88.7,1.9,0.205,,03h40m54.82s,55.228428,+12d34m21.4s,12.572612,142.31,4970,0.8,0.76,9/29/16,K2
K2-79,K2-79 b,Transit,1,10.99573,0.0987,,,,0.329,,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,257.9,5926,1.06,1.28,7/18/16,K2
K2-8,K2-8 b,Transit,2,10.35239,0.0856,,86.42,,0.319,,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,4870,0.78,0.74,7/7/16,K2
K2-8,K2-8 c,Transit,2,5.06416,0.0532,,86.7,,0.215,,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,4870,0.78,0.74,7/7/16,K2
K2-80,K2-80 b,Transit,3,19.0918,0.135,,,,0.179,,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,5441,0.9,0.87,7/18/16,K2
K2-80,K2-80 c,Transit,3,5.605,0.0596,,,,0.131,,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,5441,0.9,0.87,7/18/16,K2
K2-80,K2-80 d,Transit,3,28.867253,,,89.397,,0.228,,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,5441,0.9,0.87,2/15/18,K2
K2-81,K2-81 b,Transit,1,6.102325,0.059,0.06,89.29,,0.176,,03h49m56.52s,57.485489,+14d30m07.9s,14.5022,254.14,4674.13,0.75,0.63,10/26/17,K2
K2-83,K2-83 b,Transit,2,2.74697,0.03014,,,,0.111,,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,3910,0.48,0.42,7/18/16,K2
K2-83,K2-83 c,Transit,2,9.99767,0.07131,,,,0.132,,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,3910,0.48,0.42,7/18/16,K2
K2-84,K2-84 b,Transit,2,6.4215,0.0665,,,,0.215,,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,5652,0.95,0.93,7/18/16,K2
K2-84,K2-84 c,Transit,2,27.86,0.1768,,,,0.181,,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,5652,0.95,0.93,7/18/16,K2
K2-85,K2-85 b,Transit,1,0.684533,0.01263,,,,0.09,,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,97.49,4268,0.57,0.51,7/18/16,K2
K2-86,K2-86 b,Transit,1,8.77683,0.077,,,,0.175,,03h26m12.67s,51.552799,+18d38m08.2s,18.635616,260.61,5482,0.79,0.76,7/18/16,K2
K2-87,K2-87 b,Transit,1,9.726618,0.094,,87.74,,0.678,,04h24m56.69s,66.236221,+18d49m38.7s,18.827417,503.6,5747,1.16,1.4,1/31/19,K2
K2-88,K2-88 b,Transit,1,4.6122,0.0345,,,,0.11,,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,110.91,3537,0.26,0.26,7/18/16,K2
K2-89,K2-89 b,Transit,1,1.096026,0.01462,,,,0.055,,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,86.25,3691,0.35,0.32,7/18/16,K2
K2-9,K2-9 b,Transit,1,18.4498,0.091,,87.983,,0.201,,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,83.16,3390,0.3,0.31,1/21/16,K2
K2-90,K2-90 b,Transit,2,13.733314,0.096,,89.24,,0.232,,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.9,4484,0.63,0.62,1/31/19,K2
K2-90,K2-90 c,Transit,2,2.900706,0.035,0.19,86.94,,0.116,,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.9,4484,0.63,0.62,10/26/17,K2
K2-91,K2-91 b,Transit,1,1.419549,0.0164,,,,0.098,,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,62.69,3622,0.29,0.28,7/18/16,K2
K2-95,K2-95 b,Transit,1,10.134016,0.0696,,,,0.346,,08h37m27.06s,129.362747,+18d58m36.1s,18.976685,180.63,3548,0.44,0.42,10/26/18,K2
K2-97,K2-97 b,Transit,1,8.406726,0.086,,,,0.947,,08h31m03.08s,127.762833,+10d50m51.3s,10.847586,869.76,4717,1.2,4.47,10/26/18,K2
K2-98,K2-98 b,Transit,1,10.136448,0.0974,,,,0.464,,08h25m57.19s,126.488289,+11d30m40.1s,11.511145,526.31,6172,1.2,1.57,10/26/18,K2
K2-99,K2-99 b,Transit,1,18.251985,0.1597,,,,1.046,,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,522.29,6217,1.63,2.63,10/26/18,K2
KELT-1,KELT-1 b,Transit,1,1.217514,0.02466,0.0099,87.8,27.23,1.11,24.7,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,262,6518,1.32,1.46,5/14/14,KELT
KELT-10,KELT-10 b,Transit,1,4.1662739,0.0525,,88.61,0.679,1.399,0.308,18h58m11.61s,284.548373,-47d00m11.7s,-47.003242,183,5948,1.11,1.21,4/28/16,KELT-South
KELT-11,KELT-11 b,Transit,1,4.7361,,0.0007,85.3,0.171,1.35,,10h46m49.74s,161.70726,-09d23m56.5s,-9.399025,99.44,5375,1.44,2.69,1/10/19,KELT-South
KELT-12,KELT-12 b,Transit,1,5.031623,0.06708,0,84.47,0.95,1.78,0.209,17h50m33.72s,267.640503,+36d34m12.8s,36.570232,360,6279,1.59,2.37,4/27/17,KELT-North
KELT-14,KELT-14 b,Transit,1,1.7100566,0.03005,0,78.3,1.284,1.743,0.322,07h13m12.36s,108.301485,-42d24m35.1s,-42.409744,266,5720,1.24,1.52,6/3/16,KELT-South
KELT-15,KELT-15 b,Transit,1,3.32944,,0,88.3,1.31,1.74,,07h49m39.61s,117.415037,-52d07m13.6s,-52.120453,327.74,6003,2.06,1.78,4/26/18,KELT-South
KELT-16,KELT-16 b,Transit,1,0.9689951,0.02044,0,84.4,2.75,1.415,1.2,20h57m04.44s,314.268494,+31d39m39.7s,31.661034,450.28,6236,1.21,1.36,2/9/17,KELT
KELT-17,KELT-17 b,Transit,1,3.0801716,0.04881,,84.87,1.31,1.525,0.46,08h22m28.21s,125.617523,+13d44m07.1s,13.735319,210,7454,1.64,1.65,9/8/16,KELT
KELT-18,KELT-18 b,Transit,1,2.8717518,0.0455,0,88.86,1.18,1.57,0.377,14h26m05.76s,216.524017,+59d26m39.4s,59.444275,311,6670,1.52,1.91,4/27/17,KELT-North
KELT-19 A,KELT-19 A b,Transit,1,4.6117093,0.0637,,85.41,4.07,1.91,0.744,07h26m02.28s,111.509499,+07d36m56.9s,7.615806,302.8,7500,1.62,1.83,1/11/18,KELT
KELT-2 A,KELT-2 A b,Transit,1,4.11379,,0,88.6,1.7,1.35,,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,134.57,6327,1.54,1.93,4/26/18,KELT
KELT-20,KELT-20 b,Transit,1,3.4741085,0.0542,,86.12,3.382,1.741,0.806,19h38m38.74s,294.661407,+31d13m09.2s,31.219225,139.7,8720,1.76,1.56,11/2/17,KELT-North
KELT-21,KELT-21 b,Transit,1,3.6127647,0.05224,0,86.46,3.91,1.586,1.24,20h19m12.01s,304.800049,+32d34m51.7s,32.581039,415,7598,1.46,1.64,2/1/18,KELT-North
KELT-23 A,KELT-23 A b,Transit,1,2.255251,0.03302,0,85.37,0.938,1.323,0.503,15h28m35.1926s,232.146636,+66d21m31.544s,66.358762,125.42,5899,0.94,1,6/13/19,KELT-North
KELT-3,KELT-3 b,Transit,1,2.70339,,0,84.14,1.94,1.56,,09h54m34.40s,148.643324,+40d23m17.0s,40.388069,211.35,6304,1.96,1.7,4/26/18,KELT
KELT-4 A,KELT-4 A b,Transit,1,2.9895932,0.04317,0,83.16,0.902,1.699,0.228,10h28m15.01s,157.062546,+25d34m23.5s,25.573189,210,6206,1.2,1.6,2/25/16,KELT
KELT-6,KELT-6 b,Transit,2,7.8457,,0.22,88.81,0.52,1.3,,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,242.39,6102,1.42,1.73,4/26/18,KELT
KELT-6,KELT-6 c,Radial Velocity,2,1276,2.39,0.21,,3.71,,,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,242.39,6102,1.42,1.73,9/3/15,Multiple Observatories
KELT-7,KELT-7 b,Transit,1,2.73477,,0,83.76,1.39,1.6,,05h13m10.93s,78.295532,+33d19m05.4s,33.318165,137.21,6768,1.76,1.81,4/26/18,KELT
KELT-8,KELT-8 b,Transit,1,3.24406,,0.04,82.65,0.66,1.62,,18h53m13.32s,283.30551,+24d07m38.6s,24.12738,198.7,5754,0.81,1.46,4/26/18,KELT
KELT-9,KELT-9 b,Transit,1,1.4811235,0.03462,0,86.79,2.88,1.891,0.53,20h31m26.35s,307.859802,+39d56m19.8s,39.938828,205.65,10170,2.52,2.36,6/5/17,KELT-North
KIC 10001893,KIC 10001893 b,Orbital Brightness Modulation,3,0.2197,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,27500,,,10/3/14,Kepler
KIC 10001893,KIC 10001893 c,Orbital Brightness Modulation,3,0.32528,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,27500,,,10/3/14,Kepler
KIC 10001893,KIC 10001893 d,Orbital Brightness Modulation,3,0.81161,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,27500,,,10/3/14,Kepler
KIC 10525077,KIC 10525077 b,Transit,1,854.083,,,89.861,,0.491,,19h09m30.74s,287.378077,+47d46m16.3s,47.771187,1525.31,6091,1.01,1.01,1/5/16,Kepler
KIC 3558849,KIC 3558849 b,Transit,1,1322.3,,,89.973,,0.616,,19h39m47.96s,294.949847,+38d36m18.7s,38.605197,1258.75,6175,0.98,1.01,1/5/16,Kepler
KIC 5437945,KIC 5437945 b,Transit,2,440.7813,,,89.904,,0.571,,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,1322.48,6340,1.07,1.24,1/5/16,Kepler
KIC 5951458,KIC 5951458 b,Transit,1,1320.1,,,89.799,,0.589,,19h15m57.98s,288.991582,+41d13m22.9s,41.223038,758.78,6258,0.98,1.52,1/5/16,Kepler
KIC 7917485,KIC 7917485 b,Pulsation Timing Variations,1,840,,0.15,,11.8,,,19h57m44.30s,299.434592,+43d37m57.4s,43.632622,1439.31,7067,1.63,,8/18/16,Kepler
KOI-7892,KIC 8540376 b,Transit,2,31.8099,,,89.3,,0.366,,18h49m30.61s,282.37753,+44d41m40.5s,44.694592,1106.37,6474,1.04,1.26,1/5/16,Kepler
KOI-7892,KIC 8540376 c,Transit,2,75.2,,,89.701,,0.214,,18h49m30.61s,282.37753,+44d41m40.5s,44.694592,1106.37,6474,1.04,1.26,1/5/16,Kepler
KIC 9663113,KIC 9663113 b,Transit,2,572.3847,,,89.768,,0.41,,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1670.88,6065,0.98,1.03,1/5/16,Kepler
KMT-2016-BLG-1107L,KMT-2016-BLG-1107L b,Microlensing,1,,0.342,,,3.283,,,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,6651,,0.09,,2/21/19,KMTNet
KMT-2016-BLG-1397L,KMT-2016-BLG-1397L b,Microlensing,1,,5.1,,,7,,,18h10m39.51s,272.664612,-24d51m27.9s,-24.857738,6600,,0.45,,11/8/18,KMTNet
KMT-2016-BLG-1820L,KMT-2016-BLG-1820L b,Microlensing,1,,1.08,,,4.57,,,17h55m03.54s,268.76474,-29d31m00.9s,-29.51692,6260,,0.04,,11/8/18,KMTNet
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,Microlensing,1,,0.83,,,15.49,,,17h52m26.88s,268.112,-29d23m04.4s,-29.384562,7010,,0.07,,11/8/18,KMTNet
KMT-2017-BLG-0165L,KMT-2017-BLG-0165L b,Microlensing,1,,3.45,,,0.10698,,,17h58m35.92s,269.649667,-28d08m01.21s,-28.133669,4530,,0.76,,7/25/19,KMTNet
KMT-2017-BLG-1038L,KMT-2017-BLG-1038L b,Microlensing,1,,1.8,,,2,,,17h44m41.02s,266.170917,-25d08m34.91s,-25.143031,6000,,0.37,,3/14/19,KMTNet
KMT-2017-BLG-1146L,KMT-2017-BLG-1146L b,Microlensing,1,,1.6,,,0.71,,,17h56m25.40s,269.105833,-33d08m32.89s,-33.142469,6500,,0.33,,3/14/19,KMTNet
KOI-12,KOI-12 b,Transit,1,17.85523,,0.72,88.95,5.32,1.54,,19h49m48.90s,297.453731,+41d00m39.6s,41.010991,403.99,6820,1.82,1.75,4/26/18,Kepler
KOI-1257,KOI-1257 b,Transit,1,86.647661,0.382,0.772,89.66,1.45,0.94,2.1,19h24m54.04s,291.22518,+44d55m38.6s,44.927383,900,5520,0.99,1.13,6/25/14,Kepler
KOI-13,KOI-13 b,Transit,1,1.763588,0.03641,0.00064,86.77,9.28,1.512,3.6,19h07m53.09s,286.971199,+46d52m06.1s,46.868362,415,7650,1.72,1.74,10/15/15,Kepler
KOI-142,KOI-142 b,Transit,2,10.95416,,0.05593,89.055,0.027,0.337,0.87,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,339,5471,0.96,0.88,5/14/14,Kepler
KOI-142,KOI-142 c,Transit Timing Variations,2,22.3395,0.15525,0.05628,86.2,0.626,,,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,339,5471,0.96,0.88,5/14/14,Kepler
KOI-1599,KOI-1599.01,Transit,2,20.4415,0.14728,0.014,89.78,0.01447,0.17,,19h53m29.72s,298.373847,+40d37m06.3s,40.618421,1168.99,,1.02,0.97,5/23/19,Kepler
KOI-1599,KOI-1599.02,Transit,2,13.6088,0.112293,0.0114,88.6,0.02832,0.17,,19h53m29.72s,298.373847,+40d37m06.3s,40.618421,1168.99,,1.02,0.97,5/23/19,Kepler
KOI-217,KOI-217 b,Transit,1,3.90512,0.0477,0,89.8,,1.11,,19h39m27.72s,294.865505,+46d17m09.1s,46.285854,800,5545,0.95,0.86,5/14/14,Kepler
